pincode,radius_km
333308,13.01
333501,13.28
333502,5.29
333503,5.09
333504,7.92
333514,5.1
333515,7.06
333516,5.72
333701,2.34
333704,5.1
333705,3.49
333707,4.07
333801,30.0
334001,19.7
334004,0.94
334006,6.12
334021,30.0
334022,12.77
334023,30.0
334201,7.07
334202,7.88
334302,18.87
334303,23.25
334305,30.0
334402,30.0
334601,11.72
334602,23.12
334603,18.41
334604,30.0
334801,11.03
334802,13.66
334803,25.85
334804,30.0
334808,0.0
335001,15.32
335002,5.97
335021,30.0
335022,30.0
335023,30.0
335024,30.0
335025,30.0
335027,30.0
335037,23.25
335038,30.0
335039,19.14
335040,8.16
335041,30.0
335051,30.0
335061,30.0
335062,17.63
335063,21.14
335064,30.0
335065,30.0
335073,30.0
335501,30.0
335502,30.0
335503,30.0
335504,30.0
335511,30.0
335512,17.12
335513,17.56
335523,20.92
335524,22.24
335525,1.1
335526,7.28
335701,30.0
335702,30.0
335703,17.34
335704,14.19
335705,30.0
335707,30.0
335708,12.28
335711,28.31
335801,3.56
335802,30.0
335803,30.0
335804,30.0
335805,30.0
335901,10.42
341001,30.0
341021,30.0
341022,10.39
341023,24.39
341024,12.14
341025,24.0
341026,10.1
341027,15.8
341028,18.66
341029,30.0
341030,4.02
341031,30.0
341301,30.0
341302,30.0
341303,30.0
341304,30.0
341305,30.0
341306,2.77
341316,30.0
341317,9.06
341318,5.34
341319,5.06
341501,19.8
341502,6.36
341503,30.0
341504,15.76
341505,7.42
341506,30.0
341507,4.9
341508,30.0
341509,30.0
341510,30.0
341511,9.08
341512,30.0
341513,30.0
341514,20.61
341515,30.0
341516,10.47
341517,30.0
341518,9.36
341519,8.24
341520,30.0
341533,30.0
341542,30.0
341551,30.0
342001,5.0
342003,2.07
342005,1.62
342006,2.37
342008,30.0
342011,0.97
342013,30.0
342014,13.49
342015,24.81
342021,3.2
342022,27.19
342023,14.74
342024,6.04
342025,0.85
342027,4.62
342028,1.8
342029,30.0
342037,30.0
342301,13.61
342302,1.9
342303,4.75
342304,3.14
342305,1.76
342306,15.93
342307,14.89
342308,4.02
342309,1.98
342310,30.0
342311,2.51
342312,0.6
342314,30.0
342601,6.31
342602,2.32
342603,25.57
342604,0.97
342605,7.0
342606,28.68
342801,20.73
342802,30.0
342901,16.7
342902,18.27
343001,30.0
343021,28.35
343022,8.65
343023,5.88
343024,5.26
343025,7.82
343027,14.43
343028,2.44
343029,30.0
343030,12.3
343032,5.38
343039,3.84
343040,17.46
343041,30.0
343042,7.84
343048,2.33
343049,5.7
344001,23.58
344011,30.0
344012,29.74
344021,30.0
344022,12.84
344026,11.65
344027,2.21
344031,3.93
344032,4.14
344033,18.56
344034,9.49
344035,5.15
344037,30.0
344043,9.63
344044,30.0
344501,30.0
344502,25.32
344701,22.0
344702,8.91
344703,30.0
344704,9.52
344705,7.12
344706,10.07
344708,21.28
344801,1.59
345001,7.76
345021,30.0
345022,9.69
345023,7.21
345024,30.0
345025,30.0
345026,27.31
345027,19.51
345028,3.7
345031,13.23
345033,7.54
345034,5.64
360001,1.12
360002,9.53
360003,13.72
360004,3.86
360005,2.02
360006,3.63
360020,3.64
360021,6.09
360022,4.64
360023,16.89
360024,1.79
360025,9.73
360030,30.0
360035,3.71
360040,30.0
360045,22.37
360050,30.0
360055,10.17
360060,13.71
360070,30.0
360110,13.12
360311,30.0
360320,30.0
360325,30.0
360330,20.55
360360,30.0
360370,25.93
360375,1.5
360380,1.94
360405,25.83
360410,30.0
360421,0.78
360430,1.48
360440,30.0
360450,30.0
360452,18.96
360465,25.39
360470,30.0
360480,30.0
360485,30.0
360490,30.0
360510,22.41
360515,11.75
360520,15.32
360530,7.18
360531,5.18
360540,30.0
360545,1.37
360550,4.91
360570,6.69
360575,0.53
360576,9.83
360579,10.55
360590,6.16
361001,15.6
361004,0.86
361006,6.29
361007,0.84
361008,0.29
361010,11.74
361011,3.13
361012,7.52
361013,5.82
361110,8.63
361120,6.71
361130,6.65
361140,10.79
361160,8.88
361162,6.81
361170,9.52
361210,8.25
361220,5.63
361230,3.42
361240,4.73
361250,10.24
361280,7.15
361305,15.65
361306,30.0
361310,5.33
361315,11.69
361320,10.92
361325,5.66
361335,9.88
361345,30.0
362001,0.79
362002,4.62
362011,3.44
362015,2.44
362020,7.14
362030,6.58
362037,1.91
362110,5.25
362120,7.42
362130,7.36
362135,6.09
362140,8.57
362150,6.99
362205,3.44
362215,5.38
362220,8.87
362222,3.21
362225,10.66
362227,9.34
362230,5.45
362240,9.78
362245,8.26
362250,4.75
362255,7.25
362260,6.1
362263,4.4
362265,2.33
362268,9.52
362275,5.4
362310,2.68
362315,1.77
362510,21.4
362530,6.64
362550,29.62
362560,12.17
362565,20.15
362570,3.62
362610,4.98
362620,8.4
362625,9.1
362630,7.94
362640,5.06
362650,7.25
362710,4.38
362720,8.88
363001,1.08
363002,0.61
363020,3.89
363030,6.82
363040,8.58
363110,7.81
363115,11.04
363310,13.93
363320,7.2
363330,16.01
363351,30.0
363410,13.36
363421,11.54
363423,16.23
363427,10.49
363430,9.43
363435,16.53
363440,10.67
363510,10.51
363520,12.77
363530,7.49
363621,23.67
363630,8.55
363641,27.37
363642,21.95
363650,15.67
363655,24.14
363660,13.33
363670,4.66
363745,7.05
363750,14.64
363755,27.44
363760,28.3
363765,7.72
363775,8.35
363780,30.0
364001,3.83
364002,7.38
364004,4.15
364005,3.99
364006,0.51
364050,4.96
364060,4.69
364070,7.73
364110,2.68
364120,5.17
364130,12.84
364135,22.8
364140,6.47
364145,12.93
364150,7.03
364210,2.94
364230,6.68
364240,7.76
364250,6.78
364260,6.49
364265,10.41
364270,7.93
364275,5.89
364280,12.92
364290,11.59
364295,12.28
364310,8.52
364313,14.81
364320,5.74
364330,5.36
364505,5.98
364510,14.19
364515,24.55
364521,18.86
364522,6.93
364525,30.0
364530,14.17
364710,30.0
364720,6.02
364730,4.83
364740,12.0
364750,7.81
364760,5.98
364765,4.45
365220,12.92
365410,5.18
365421,30.0
365430,23.15
365435,6.1
365440,14.6
365450,13.33
365455,16.9
365456,3.82
365460,18.74
365480,20.7
365535,7.85
365540,30.0
365541,30.0
365550,30.0
365555,14.01
365560,23.28
365601,6.55
365610,5.55
365620,30.0
365630,19.82
365635,22.94
365640,28.17
365645,30.0
365650,25.26
365730,30.0
370001,16.34
370015,2.4
370020,10.17
370030,16.18
370040,6.31
370105,9.34
370110,20.73
370115,23.56
370130,30.0
370135,4.45
370140,15.3
370145,18.06
370150,7.41
370155,30.0
370160,30.0
370165,30.0
370201,26.24
370205,25.88
370240,15.41
370405,6.44
370410,18.25
370415,2.75
370421,14.19
370425,3.95
370427,4.03
370430,7.51
370435,5.93
370445,6.11
370450,6.73
370455,30.0
370460,2.0
370465,18.78
370475,5.13
370485,8.61
370490,30.0
370510,13.81
370601,30.0
370605,16.74
370610,28.6
370615,23.44
370620,13.86
370625,30.0
370627,7.19
370630,2.65
370641,5.02
370645,29.1
370650,29.59
370655,16.86
370660,30.0
370665,26.23
370670,2.96
370675,6.89
380001,0.75
380002,0.44
380004,1.17
380005,1.57
380007,1.49
380008,1.19
380009,1.15
380013,0.89
380015,1.23
380016,0.61
380019,4.27
380021,0.38
380022,0.71
380023,0.48
380024,0.49
380026,0.78
380028,0.26
380054,0.37
380058,1.49
380059,2.69
380060,30.0
382007,0.71
382010,0.43
382016,1.4
382021,0.62
382024,0.43
382028,2.69
382030,0.32
382042,30.0
382110,11.12
382115,30.0
382120,30.0
382130,30.0
382140,17.06
382145,18.72
382150,24.26
382170,13.25
382210,4.91
382213,3.31
382220,8.36
382225,30.0
382230,9.99
382240,8.07
382245,30.0
382250,30.0
382255,30.0
382260,13.51
382265,5.43
382305,30.0
382308,11.6
382315,7.41
382320,3.76
382321,30.0
382330,3.79
382340,3.93
382345,1.24
382350,0.49
382355,30.0
382405,2.24
382415,0.25
382421,2.67
382422,13.73
382423,17.44
382424,2.29
382425,4.92
382426,13.96
382427,2.48
382430,3.53
382433,3.45
382435,3.63
382445,2.15
382449,30.0
382450,22.49
382455,30.0
382460,30.0
382463,30.0
382465,30.0
382470,30.0
382481,3.82
382610,30.0
382640,2.18
382650,3.46
382721,8.09
382722,18.15
382725,8.43
382735,30.0
382740,30.0
382810,4.17
382835,3.88
382845,30.0
382855,30.0
383001,7.85
383002,1.27
383010,9.86
383030,4.09
383110,3.98
383120,4.15
383205,4.98
383210,4.0
383215,6.24
383220,4.23
383225,3.41
383230,4.41
383235,9.63
383240,4.02
383245,4.21
383246,7.64
383250,5.05
383251,9.21
383255,6.37
383260,9.47
383270,10.27
383275,8.67
383276,5.19
383305,5.85
383307,3.14
383310,9.57
383315,7.28
383316,11.38
383317,3.1
383320,1.52
383325,10.79
383330,12.8
383335,4.59
383340,3.75
383345,5.86
383350,20.83
383355,5.22
383410,4.2
383421,7.64
383422,10.72
383430,4.8
383434,4.84
383440,10.75
383450,5.38
383460,6.78
383462,9.59
384001,11.3
384002,13.42
384005,3.54
384110,30.0
384120,3.48
384130,9.88
384135,0.75
384140,22.39
384151,30.0
384170,13.54
384220,30.0
384221,30.0
384225,30.0
384229,30.0
384230,30.0
384240,30.0
384241,30.0
384245,30.0
384246,30.0
384255,30.0
384260,30.0
384265,9.31
384272,30.0
384275,30.0
384285,30.0
384290,30.0
384305,30.0
384310,2.8
384315,6.32
384325,5.85
384330,22.25
384335,12.14
384340,25.12
384355,5.86
384360,30.0
384410,4.75
384412,5.54
384415,19.18
384421,10.21
384430,3.18
384435,2.72
384440,6.97
384441,30.0
384445,13.94
384450,7.06
384455,30.0
384460,3.61
384465,2.86
384515,1.11
384520,30.0
384530,2.57
384540,17.98
384550,1.3
384560,13.6
384565,30.0
384570,29.71
385001,8.68
385010,3.5
385110,8.94
385120,11.04
385130,2.15
385135,5.21
385210,6.34
385310,11.71
385320,12.28
385330,9.46
385340,30.0
385350,30.0
385360,30.0
385410,3.99
385421,6.89
385505,5.15
385510,4.33
385515,3.96
385520,2.96
385530,11.67
385535,15.94
385540,5.05
385545,7.9
385550,6.46
385555,6.85
385560,4.72
385565,13.5
385566,12.71
385570,7.19
385575,11.58
387001,1.2
387002,3.24
387110,30.0
387115,7.74
387120,30.0
387130,30.0
387210,12.2
387220,12.51
387230,4.19
387240,6.02
387305,30.0
387310,1.85
387320,30.0
387330,8.14
387335,30.0
387340,30.0
387345,14.21
387350,30.0
387355,14.38
387360,2.54
387365,12.61
387370,4.51
387375,13.89
387380,10.25
387430,30.0
387510,30.0
387520,30.0
387530,30.0
387540,30.0
387550,30.0
387560,30.0
387570,30.0
387610,30.0
387620,30.0
387630,30.0
387635,30.0
387640,30.0
387650,30.0
387710,30.0
388001,9.46
388110,0.5
388130,4.25
388140,7.81
388150,10.16
388160,9.76
388170,14.31
388180,28.75
388205,12.65
388210,6.1
388215,10.36
388220,8.78
388225,13.45
388230,18.64
388235,13.39
388245,17.43
388250,7.42
388255,30.0
388260,14.59
388265,25.43
388270,4.4
388305,1.89
388306,1.55
388307,11.28
388315,4.5
388320,30.0
388325,1.12
388335,3.61
388340,3.15
388345,2.19
388350,2.7
388360,2.38
388365,12.06
388370,0.7
388430,15.95
388440,12.03
388450,1.11
388460,26.2
388480,8.86
388510,19.76
388520,9.08
388530,4.09
388540,7.25
388550,14.78
388560,30.0
388570,4.73
388580,17.32
388590,9.76
388610,19.9
388620,4.41
388625,13.06
388630,21.06
388640,9.96
388710,30.0
388713,4.97
389001,0.64
389002,9.79
389110,28.75
389115,7.19
389120,25.43
389130,11.81
389140,5.42
389146,8.1
389151,0.64
389152,30.0
389154,6.13
389155,11.77
389160,11.88
389170,5.11
389172,25.06
389175,5.52
389180,11.36
389190,4.57
389210,11.63
389220,30.0
389230,21.66
389232,18.26
389235,9.32
389250,13.39
389260,12.82
389265,30.0
389310,2.86
389320,4.7
389330,30.0
389340,30.0
389341,4.91
389350,30.0
389360,21.79
389365,13.84
389370,30.0
389380,12.31
389382,5.39
389390,16.5
390001,0.52
390003,30.0
390004,30.0
390007,0.79
390009,30.0
390010,30.0
390012,30.0
390014,30.0
390019,30.0
390020,1.56
390022,30.0
390025,1.75
391101,30.0
391105,30.0
391107,30.0
391110,30.0
391115,30.0
391120,30.0
391125,30.0
391130,30.0
391135,30.0
391140,30.0
391145,30.0
391150,30.0
391152,30.0
391156,30.0
391160,30.0
391165,30.0
391168,13.55
391170,30.0
391210,30.0
391220,30.0
391240,30.0
391243,30.0
391244,30.0
391250,30.0
391310,30.0
391330,30.0
391340,30.0
391350,30.0
391410,30.0
391421,30.0
391430,30.0
391440,30.0
391445,30.0
391450,30.0
391510,30.0
391520,30.0
391530,30.0
391740,30.0
391745,30.0
391760,30.0
391761,30.0
391770,30.0
391774,30.0
391775,30.0
391780,30.0
391810,3.33
392001,0.98
392011,12.12
392012,7.15
392015,2.82
392020,7.54
392025,3.99
392030,1.78
392035,3.1
392040,30.0
392110,13.65
392130,21.08
392140,7.0
392150,6.15
392155,8.58
392160,3.57
392165,4.31
392170,4.45
392180,1.6
392210,6.7
392220,9.38
392230,7.47
392240,1.41
392310,30.0
393001,21.86
393002,1.22
393010,1.68
393020,3.96
393025,4.07
393030,6.47
393040,10.38
393041,24.96
393050,7.4
393105,9.95
393110,7.07
393115,6.61
393120,5.32
393125,8.5
393130,7.97
393135,7.01
393140,6.01
393145,21.07
393150,3.4
393151,30.0
394105,2.35
394107,16.07
394110,9.98
394112,18.97
394115,3.89
394120,21.13
394125,29.53
394130,23.66
394140,15.21
394150,4.52
394155,0.94
394160,21.89
394163,9.43
394170,10.28
394180,4.32
394185,20.38
394210,3.31
394230,27.51
394235,30.0
394240,5.13
394245,2.68
394246,9.24
394248,30.0
394250,7.44
394270,10.18
394305,9.83
394310,30.0
394315,6.35
394317,30.0
394320,6.1
394325,3.59
394326,3.88
394330,5.57
394335,7.5
394340,30.0
394345,2.16
394350,3.91
394352,2.85
394355,22.84
394360,6.69
394365,6.95
394370,3.03
394375,10.91
394380,3.04
394405,28.09
394410,18.9
394421,24.89
394430,26.57
394440,30.0
394445,30.0
394510,3.47
394517,7.32
394520,28.66
394530,30.0
394540,30.0
394550,5.32
394601,3.36
394620,19.12
394630,0.37
394633,1.91
394635,30.0
394640,1.41
394641,5.37
394650,6.35
394651,13.44
394652,5.02
394655,4.01
394670,30.0
394680,16.17
394690,0.87
394710,21.83
394715,8.11
394716,1.54
394720,30.0
394730,13.07
394810,8.78
395001,30.0
395002,1.17
395003,30.0
395004,15.19
395005,16.14
395007,30.0
395008,0.54
395009,1.39
395010,30.0
395012,7.27
395013,8.71
396001,0.55
396007,5.64
396020,3.07
396030,6.08
396035,1.81
396040,4.71
396045,2.34
396050,7.96
396051,15.11
396055,6.09
396060,3.88
396065,8.71
396067,22.18
396105,5.03
396110,3.71
396120,0.0
396125,5.16
396126,4.52
396130,0.82
396135,2.37
396140,0.0
396145,4.05
396150,2.37
396155,2.43
396165,9.81
396170,3.25
396185,2.44
396191,6.75
396193,2.31
396195,0.91
396210,2.43
396215,0.83
396220,0.87
396230,10.36
396235,2.44
396240,8.22
396310,4.11
396325,1.6
396350,1.77
396360,2.66
396375,3.09
396380,1.23
396385,3.28
396406,1.93
396409,2.25
396412,1.88
396415,1.89
396418,1.43
396427,2.95
396430,2.04
396433,1.43
396436,5.97
396439,2.54
396440,3.66
396445,0.69
396450,1.23
396460,1.1
396463,3.28
396466,1.92
396469,2.2
396472,2.27
396475,2.61
396510,7.91
396521,3.58
396530,1.95
396540,5.11
396560,6.86
396570,3.21
396580,6.58
396590,3.61
400001,0.6
400002,0.73
400003,0.95
400004,0.55
400005,0.65
400007,1.67
400008,0.64
400009,1.88
400010,0.25
400011,0.5
400012,0.58
400014,0.69
400016,0.5
400017,0.41
400018,0.69
400020,0.7
400021,0.94
400022,2.4
400025,0.01
400026,1.64
400028,0.57
400029,6.76
400030,0.42
400031,0.4
400032,2.23
400033,1.99
400034,0.47
400037,30.0
400043,7.23
400051,0.75
400052,0.27
400053,8.69
400054,0.64
400055,0.63
400056,0.5
400057,0.37
400058,0.75
400059,0.5
400063,0.51
400064,0.25
400065,1.72
400066,0.67
400067,1.68
400068,0.22
400069,0.37
400070,0.74
400072,0.84
400074,0.45
400075,0.6
400078,0.89
400079,0.67
400080,2.31
400081,0.42
400082,0.77
400083,0.36
400086,0.76
400088,1.74
400089,6.78
400095,1.16
400097,0.26
400099,6.73
400102,0.99
400104,3.09
400601,0.47
400602,6.79
400603,0.12
400607,0.83
400608,0.94
400612,5.0
400614,2.67
400615,0.42
400702,25.62
400703,3.99
400704,0.65
400706,1.23
400707,0.79
400708,0.28
401101,1.2
401102,11.17
401103,2.98
401106,0.6
401107,8.38
401201,21.97
401202,1.2
401203,0.94
401204,11.3
401207,0.77
401208,2.61
401301,30.0
401303,7.05
401304,15.39
401401,25.63
401403,7.15
401405,30.0
401501,30.0
401502,24.38
401503,0.48
401504,1.31
401601,3.06
401602,9.71
401603,12.23
401604,11.06
401605,5.17
401606,23.71
401607,5.27
401701,30.0
402101,7.59
402102,2.64
402103,4.83
402104,17.35
402105,8.31
402106,3.1
402107,7.36
402108,3.62
402109,15.28
402110,3.55
402111,18.3
402112,3.98
402113,1.86
402114,2.78
402115,19.72
402116,0.8
402117,1.13
402120,8.16
402122,2.28
402126,0.76
402202,3.52
402203,2.75
402204,1.58
402208,3.32
402209,5.94
402301,6.98
402302,7.21
402303,17.61
402304,4.19
402305,5.31
402306,3.22
402307,30.0
402308,22.55
402309,2.31
402401,6.27
402402,2.07
402403,3.72
402404,2.1
403001,0.69
403004,0.63
403401,0.5
403507,0.45
403521,30.0
403601,1.15
403709,2.06
403801,0.0
403802,0.85
410101,30.0
410201,30.0
410202,1.21
410203,27.47
410205,13.35
410206,13.17
410207,15.92
410208,2.86
410220,28.34
410221,30.0
410401,9.19
410402,2.75
410405,16.37
410406,1.36
410501,8.83
410502,6.72
410503,9.2
410504,9.81
410505,12.6
410506,14.51
410507,10.05
410509,12.24
410510,30.0
410511,1.14
410512,30.0
410513,27.93
410515,30.0
410516,30.0
411001,2.64
411002,0.61
411003,30.0
411004,0.57
411005,21.8
411006,0.58
411007,0.75
411008,0.38
411009,0.21
411011,0.22
411012,0.2
411014,28.08
411015,30.0
411016,0.64
411017,10.08
411018,0.71
411019,1.65
411020,1.19
411021,1.92
411023,4.38
411025,30.0
411026,29.13
411027,1.03
411028,0.57
411030,0.51
411036,2.06
411037,30.0
411038,1.32
411041,4.3
411042,0.6
411044,1.95
411045,0.16
411046,0.54
411047,2.69
411052,0.81
411057,30.0
411062,2.52
412101,10.52
412102,2.94
412103,23.48
412104,21.64
412105,19.51
412106,14.71
412107,30.0
412108,5.56
412109,2.29
412110,24.3
412115,10.14
412201,10.23
412202,3.21
412203,20.28
412204,30.0
412205,12.45
412206,11.55
412207,30.0
412208,13.95
412209,28.82
412210,29.04
412211,14.39
412212,30.0
412213,11.74
412214,27.15
412215,30.0
412216,28.06
412218,7.01
412219,4.27
412220,30.0
412301,9.38
412303,8.13
412304,0.49
412305,21.36
412306,4.68
412307,7.52
412308,2.15
412311,26.46
412312,30.0
412401,23.81
412402,23.47
412403,30.0
412404,30.0
412405,30.0
412406,24.81
412408,26.29
412409,30.0
412410,30.0
412411,30.0
412412,30.0
412801,4.71
412802,30.0
412803,7.59
412804,30.0
412805,23.06
412806,30.0
413001,0.45
413002,16.4
413003,0.77
413004,25.12
413005,0.78
413006,5.76
413008,13.36
413101,16.29
413102,12.32
413103,30.0
413104,30.0
413105,30.0
413106,4.2
413107,6.4
413108,23.7
413109,16.21
413110,6.84
413111,30.0
413112,25.44
413113,27.37
413114,12.25
413115,30.0
413116,30.0
413120,5.59
413130,30.0
413132,30.0
413133,30.0
413201,2.17
413202,16.56
413203,30.0
413204,6.13
413205,21.63
413206,30.0
413207,11.08
413208,10.11
413209,13.24
413210,30.0
413211,13.49
413212,30.0
413213,10.43
413214,4.95
413215,2.21
413216,0.75
413217,30.0
413218,12.62
413219,18.54
413220,9.15
413221,9.57
413222,21.42
413223,3.62
413224,4.78
413226,10.01
413227,13.56
413228,23.38
413229,11.64
413248,16.49
413249,15.78
413250,28.95
413251,30.0
413252,30.0
413253,4.9
413255,17.16
413301,30.0
413302,18.52
413304,21.5
413305,12.14
413306,23.84
413307,30.0
413308,30.0
413309,27.78
413310,10.6
413314,9.77
413315,30.0
413317,19.53
413319,14.43
413322,4.2
413324,26.1
413401,18.72
413402,1.86
413403,30.0
413404,22.02
413405,30.0
413406,23.58
413409,30.0
413410,24.36
413412,30.0
413501,30.0
413502,22.16
413503,27.32
413504,14.59
413505,21.13
413506,30.0
413507,10.09
413508,30.0
413509,20.13
413510,0.81
413511,3.56
413512,30.0
413513,11.18
413514,30.0
413515,30.0
413516,5.72
413517,3.8
413518,12.76
413519,6.37
413520,1.7
413521,3.69
413522,5.87
413523,12.49
413524,6.51
413525,18.38
413526,30.0
413527,12.67
413528,30.0
413529,19.06
413530,10.66
413531,1.52
413532,14.74
413534,30.0
413544,30.0
413581,9.53
413582,1.76
413601,14.98
413602,22.98
413603,28.53
413604,21.14
413605,30.0
413606,14.44
413607,5.26
413608,30.0
413623,30.0
413624,30.0
413701,7.82
413702,27.87
413703,22.99
413704,1.83
413705,9.27
413706,6.94
413707,20.43
413708,3.25
413709,17.02
413710,12.35
413711,3.28
413712,30.0
413714,5.26
413715,2.27
413716,3.14
413717,17.98
413718,19.58
413719,1.66
413720,17.54
413721,2.91
413722,1.2
413723,3.13
413725,18.8
413726,30.0
413728,30.0
413736,4.31
413737,2.24
413738,4.38
413739,8.8
413801,30.0
413802,7.11
414001,30.0
414002,15.94
414005,7.96
414006,3.06
414101,3.44
414102,9.68
414103,4.6
414105,6.2
414106,5.03
414111,0.0
414113,7.48
414201,4.23
414202,12.37
414203,20.96
414204,13.13
414205,9.26
414208,20.47
414301,19.24
414302,20.12
414303,3.44
414304,4.11
414305,6.46
414306,5.33
414401,19.73
414402,20.08
414403,4.43
414501,7.06
414502,9.91
414503,2.83
414504,30.0
414505,30.0
414601,12.07
414602,0.0
414603,7.39
414604,5.9
414606,1.37
414607,22.61
414609,2.31
414701,20.84
415002,14.71
415003,2.08
415004,17.74
415010,10.69
415011,8.14
415012,30.0
415013,30.0
415014,8.49
415015,5.16
415019,19.55
415020,23.39
415021,5.58
415022,13.2
415023,5.88
415102,15.27
415103,8.68
415104,26.24
415105,30.0
415106,11.11
415107,17.1
415108,24.9
415109,15.19
415110,15.5
415111,10.86
415112,4.73
415114,10.95
415115,3.49
415116,3.54
415122,30.0
415124,10.6
415202,4.15
415203,6.18
415205,14.46
415206,9.07
415207,16.28
415208,22.24
415209,13.59
415211,27.73
415214,30.0
415301,2.61
415302,21.66
415303,10.12
415304,22.59
415305,30.0
415306,25.56
415307,14.09
415308,9.86
415309,3.41
415310,11.6
415311,14.08
415312,2.78
415313,30.0
415315,5.03
415401,15.82
415402,0.91
415403,30.0
415404,30.0
415405,30.0
415406,1.7
415407,13.32
415408,2.84
415409,11.87
415410,30.0
415411,1.37
415412,30.0
415413,20.32
415414,0.84
415415,30.0
415501,7.85
415502,3.09
415503,8.4
415504,29.83
415505,19.34
415506,8.99
415507,5.33
415508,10.04
415509,14.8
415510,2.84
415511,20.39
415512,10.6
415513,29.35
415514,14.47
415515,2.88
415517,1.89
415518,17.59
415519,17.93
415520,3.36
415521,16.67
415522,30.0
415523,2.44
415524,7.37
415525,12.62
415526,3.52
415527,21.65
415528,14.12
415530,0.81
415536,12.11
415537,24.34
415538,17.55
415539,14.57
415540,9.16
415602,11.37
415603,16.91
415604,3.68
415605,8.47
415606,9.3
415607,8.69
415608,8.7
415609,14.44
415610,22.94
415611,19.25
415612,1.87
415613,10.87
415615,1.65
415616,21.05
415617,1.67
415619,1.07
415620,4.73
415621,2.5
415626,1.66
415628,16.58
415629,30.0
415634,1.61
415637,28.0
415639,6.61
415640,5.87
415641,13.1
415643,22.55
415701,7.97
415702,8.12
415703,2.49
415706,0.76
415708,4.15
415709,10.12
415710,0.65
415711,14.58
415712,5.3
415713,4.91
415714,2.11
415715,30.0
415716,7.57
415718,13.06
415719,3.15
415720,3.83
415722,10.99
415724,25.63
415726,9.86
415727,4.72
415728,4.68
415729,30.0
415730,30.0
415801,2.26
415802,5.63
415803,0.78
415804,6.8
415805,7.01
415806,8.49
415807,27.4
416001,0.07
416002,22.67
416005,0.54
416008,0.36
416012,14.41
416113,24.05
416115,14.41
416207,2.65
416301,4.56
416302,15.63
416303,30.0
416304,5.81
416305,3.67
416306,6.66
416308,3.05
416309,8.41
416310,5.08
416311,30.0
416312,11.65
416313,27.38
416314,30.0
416315,12.64
416401,30.0
416402,6.65
416403,30.0
416404,6.36
416405,13.01
416407,3.34
416408,5.09
416409,5.27
416410,5.89
416411,15.37
416412,0.58
416413,0.42
416414,17.46
416415,7.79
416416,4.95
416418,4.33
416419,25.17
416420,30.0
416436,3.01
416502,4.89
416511,6.87
416512,6.48
416513,1.6
416514,3.49
416516,4.46
416518,8.01
416519,8.09
416520,7.53
416521,3.3
416522,2.6
416523,2.1
416524,2.87
416525,1.38
416528,1.3
416529,2.65
416531,8.92
416534,3.17
416549,3.3
416550,6.94
416601,5.66
416602,7.05
416603,3.94
416604,4.53
416605,4.96
416608,16.26
416609,4.05
416610,3.63
416611,4.93
416612,3.42
416613,6.32
416614,4.79
416615,2.27
416616,4.01
416620,2.71
416626,4.64
416628,2.13
416630,3.7
416632,3.3
416701,5.39
416702,13.17
416703,3.73
416704,22.43
416705,2.44
416707,25.89
416709,30.0
416712,16.48
416713,4.44
416801,14.82
416804,2.67
416805,30.0
416806,3.2
416810,12.39
416811,11.35
416812,6.46
416813,4.45
421002,0.65
421102,2.49
421103,5.52
421201,5.82
421204,6.37
421301,30.0
421302,7.67
421303,8.33
421306,14.64
421311,3.76
421312,20.51
421401,19.29
421402,27.72
421403,30.0
421501,0.19
421503,30.0
421505,1.56
421601,24.9
421602,22.96
421603,18.84
421605,4.92
422001,0.0
422002,6.13
422003,11.31
422004,15.62
422006,0.0
422007,22.57
422009,30.0
422010,30.0
422013,8.71
422101,1.53
422102,9.56
422103,14.32
422104,12.02
422105,7.39
422112,19.4
422113,7.23
422201,0.87
422202,7.31
422203,23.45
422204,14.89
422205,16.18
422207,6.62
422208,2.27
422209,25.61
422210,4.37
422211,14.3
422212,1.8
422213,9.13
422214,15.41
422215,14.03
422222,0.0
422302,0.0
422303,12.68
422304,28.21
422305,23.03
422306,27.83
422308,30.0
422401,28.72
422402,5.88
422403,6.55
422502,20.69
422601,12.91
422602,4.37
422603,3.89
422604,7.92
422605,9.0
422606,9.33
422610,21.86
422611,4.42
422620,6.21
422622,5.87
423101,12.9
423102,9.06
423104,14.61
423105,8.1
423106,17.23
423107,18.83
423108,18.21
423109,2.94
423110,19.02
423111,21.02
423117,14.17
423201,2.45
423202,3.48
423203,30.0
423204,17.22
423205,12.94
423206,8.74
423208,8.87
423212,5.91
423213,9.84
423301,5.46
423302,5.43
423303,15.3
423401,15.39
423402,30.0
423403,24.64
423501,8.36
423502,30.0
423601,29.6
423602,3.45
423603,23.32
423604,3.53
423605,4.31
423607,0.87
423701,16.82
423702,30.0
423703,25.57
424001,2.21
424002,4.06
424004,7.17
424005,3.54
424006,10.2
424101,0.73
424102,4.73
424103,12.16
424104,9.25
424105,30.0
424106,18.92
424107,30.0
424108,3.66
424109,30.0
424119,17.95
424201,4.42
424202,15.45
424203,21.11
424301,10.45
424302,12.1
424303,13.65
424304,2.75
424305,25.14
424306,8.69
424307,0.0
424308,10.11
424309,0.0
424310,3.5
424311,0.03
424318,8.32
425001,30.0
425002,14.78
425003,30.0
425102,5.81
425103,30.0
425104,30.0
425105,4.35
425109,9.3
425110,14.46
