pincode,radius_km
521340,3.57
521343,3.35
521344,4.75
521345,23.07
521366,0.67
521390,1.61
521401,7.91
521402,6.42
521403,5.63
521456,15.29
521457,4.44
522001,18.89
522002,18.34
522003,12.44
522004,1.22
522005,2.13
522006,0.86
522007,18.32
522009,18.89
522015,3.52
522016,4.79
522017,7.88
522018,15.21
522019,9.78
522020,4.71
522034,9.46
522101,0.57
522102,30.0
522112,3.55
522124,0.5
522201,28.95
522202,30.0
522233,2.87
522234,2.59
522235,3.16
522236,3.91
522237,13.94
522265,0.54
522302,2.4
522303,1.68
522305,10.69
522316,3.15
522401,13.18
522402,5.97
522403,0.07
522408,13.06
522409,5.92
522410,6.39
522411,7.37
522412,16.59
522413,7.39
522414,6.43
522415,5.84
522421,4.39
522426,19.56
522435,25.77
522436,3.83
522437,8.52
522438,4.77
522439,30.0
522501,3.29
522502,3.3
522503,1.84
522508,2.47
522509,2.82
522529,4.51
522549,12.49
522601,3.77
522603,11.81
522611,2.95
522612,6.26
522613,6.11
522614,8.61
522615,8.55
522616,6.7
522617,24.04
522619,25.76
522626,3.04
522646,5.21
522647,15.06
522649,4.74
522657,19.76
522658,3.2
522659,3.8
522660,6.48
522661,4.25
522663,19.46
523001,0.92
523002,0.7
523101,12.62
523104,1.7
523105,30.0
523108,7.3
523109,6.78
523110,10.84
523111,8.3
523112,15.62
523113,4.26
523114,4.92
523115,3.5
523116,30.0
523117,16.69
523135,30.0
523155,0.61
523157,2.2
523165,0.94
523166,2.08
523167,3.94
523168,2.72
523169,6.4
523170,30.0
523171,5.69
523180,3.52
523181,3.16
523182,3.29
523183,22.85
523184,2.54
523185,3.19
523186,4.66
523187,0.66
523190,3.8
523201,15.73
523211,10.11
523212,14.83
523213,28.6
523214,3.66
523223,5.45
523224,11.41
523225,6.98
523226,18.24
523227,3.47
523228,8.44
523230,30.0
523241,9.83
523245,8.32
523246,6.51
523247,10.03
523252,3.4
523253,12.0
523254,19.2
523260,5.1
523261,3.42
523262,2.43
523263,4.57
523264,11.07
523265,23.04
523270,7.89
523271,7.0
523272,12.36
523273,2.24
523274,3.87
523279,30.0
523280,2.71
523281,4.68
523286,4.39
523291,2.9
523292,4.61
523301,30.0
523302,5.09
523303,30.0
523304,11.42
523305,7.54
523315,5.2
523316,0.26
523320,5.95
523326,5.51
523327,14.82
523328,18.46
523329,5.54
523330,6.94
523331,5.65
523332,4.06
523333,10.9
523334,4.25
523335,1.95
523336,4.24
523346,4.92
523356,1.75
523357,3.75
523367,3.81
523368,25.51
523369,15.67
523370,9.44
523371,4.77
523372,4.32
523373,7.3
524001,0.58
524002,11.68
524003,30.0
524004,6.59
524101,0.81
524121,13.43
524123,5.53
524124,22.54
524126,3.67
524127,3.84
524129,30.0
524131,9.89
524132,3.6
524134,11.4
524137,4.64
524142,30.0
524152,19.53
524201,1.26
524203,15.23
524221,30.0
524222,29.93
524223,11.28
524224,30.0
524225,18.25
524226,30.0
524227,28.5
524228,30.0
524230,22.17
524234,6.56
524236,30.0
524239,12.54
524240,20.12
524302,19.29
524303,6.72
524304,6.78
524305,1.26
524306,17.33
524307,4.37
524308,5.12
524309,7.46
524310,30.0
524311,4.25
524312,4.65
524313,3.64
524314,13.84
524315,13.97
524316,30.0
524317,2.13
524318,9.45
524319,5.56
524320,18.37
524321,4.72
524322,15.08
524323,27.96
524341,9.67
524342,3.33
524343,1.09
524344,30.0
524345,1.98
524346,12.61
524347,1.42
524366,30.0
524401,30.0
524402,5.15
524403,17.29
524404,6.58
524405,1.66
524406,30.0
524407,8.43
524408,4.78
524409,11.89
524410,4.15
524411,17.52
524412,1.23
524413,30.0
524414,13.31
524415,7.28
524421,30.0
530001,0.44
530002,0.39
530003,0.79
530004,1.51
530005,2.65
530007,2.99
530008,0.79
530009,1.13
530012,2.94
530014,6.79
530016,30.0
530017,0.36
530020,0.35
530022,0.23
530027,1.1
530028,0.5
530029,0.36
530031,9.71
530032,0.71
530040,1.75
530043,0.12
530044,2.82
530045,1.27
530047,5.99
530048,1.55
530049,0.65
530051,0.6
530052,8.66
530053,11.89
531001,0.42
531002,5.45
531011,4.01
531019,3.23
531020,1.75
531021,3.27
531022,21.0
531023,3.06
531024,30.0
531025,3.94
531026,15.24
531027,4.35
531028,14.01
531029,12.48
531030,22.42
531031,5.65
531032,4.31
531033,2.94
531034,3.19
531035,3.84
531036,24.97
531040,11.97
531055,9.43
531060,2.25
531061,3.9
531075,16.11
531077,18.44
531081,3.73
531082,0.91
531083,3.52
531084,5.63
531085,4.89
531087,4.76
531105,4.46
531111,14.76
531113,4.4
531114,10.18
531115,6.24
531117,3.35
531118,8.69
531126,4.76
531127,3.28
531133,7.08
531149,12.35
531151,9.93
531162,13.86
531163,9.06
531173,8.05
531219,14.0
532001,2.42
532005,0.0
532122,0.0
532123,6.67
532127,30.0
532148,26.16
532168,2.14
532186,5.06
532190,0.0
532195,4.81
532203,6.16
532211,20.53
532212,1.6
532213,0.0
532214,2.7
532215,3.47
532216,30.0
532218,0.84
532219,0.0
532220,1.77
532221,4.26
532222,0.0
532242,0.0
532243,1.22
532263,0.0
532264,2.47
532284,1.23
532290,0.0
532291,0.0
532292,0.0
532312,1.18
532322,0.0
532401,0.01
532402,0.12
532403,1.71
532404,0.0
532405,4.46
532406,0.0
532407,1.86
532408,0.0
532409,1.82
532410,3.45
532421,6.3
532425,1.55
532426,8.88
532427,0.0
532428,0.02
532429,0.0
532430,13.04
532432,5.96
532445,5.63
532455,12.7
532456,18.5
532457,3.15
532458,11.21
532459,12.45
532474,2.13
532484,30.0
533001,1.27
533002,0.55
533003,13.07
533004,23.24
533005,30.0
533006,5.6
533016,24.75
533101,11.64
533102,10.2
533103,0.71
533105,15.87
533106,0.93
533107,8.8
533124,23.7
533125,1.7
533126,2.93
533201,0.4
533232,2.47
533233,30.0
533234,2.24
533249,0.07
533256,11.07
533260,22.57
533261,2.69
533262,4.06
533263,11.06
533264,30.0
533284,23.9
533285,16.92
533286,18.32
533287,24.24
533288,7.55
533289,5.12
533290,5.45
533291,3.31
533292,3.79
533293,2.35
533294,3.96
533295,8.26
533296,7.58
533297,30.0
533305,16.3
533306,18.9
533307,2.65
533308,2.03
533309,26.17
533339,4.74
533340,12.91
533341,4.07
533342,4.85
533343,5.46
533344,2.11
533345,1.43
533346,16.56
533347,30.0
533348,5.04
533349,9.2
533350,6.17
533351,30.0
533352,30.0
533401,24.05
533406,9.08
533407,10.19
533408,2.85
533428,30.0
533429,30.0
533430,3.08
533431,4.09
533432,6.37
533433,7.17
533434,5.68
533435,26.33
533436,9.84
533437,5.68
533440,30.0
533444,2.79
533445,3.55
533446,14.46
533447,30.0
533448,1.49
533449,29.96
533450,16.91
533461,30.0
533462,30.0
533463,3.15
533464,17.24
533468,2.95
533483,30.0
534001,1.12
534002,8.09
534003,3.22
534004,4.29
534005,0.58
534006,1.03
534007,19.63
534101,1.79
534102,7.17
534111,3.39
534112,30.0
534122,1.56
534123,2.45
534124,1.43
534126,13.82
534134,2.91
534145,30.0
534146,18.18
534156,3.75
534165,1.46
534166,30.0
534176,30.0
534186,3.36
534195,2.3
534196,13.9
534197,30.0
534198,30.0
534199,3.73
534201,0.88
534202,1.88
534204,0.73
534206,11.53
534207,2.46
534208,2.45
534209,16.88
534210,2.87
534211,1.11
534216,19.23
534217,2.02
534218,14.67
534222,2.23
534225,6.86
534227,30.0
534230,19.83
534235,13.07
534236,4.21
534237,2.04
534238,1.53
534239,3.55
534240,30.0
534243,1.58
534244,0.61
534245,1.72
534247,1.68
534250,30.0
534260,0.16
534265,14.41
534266,29.1
534267,30.0
534268,3.23
534269,2.71
534275,3.66
534280,3.66
534281,4.43
534301,22.22
534302,3.69
534305,4.06
534311,16.07
534312,28.03
534313,20.99
534315,10.76
534316,30.0
534318,30.0
534320,2.38
534324,30.0
534326,1.72
534327,1.55
534328,2.3
534329,3.03
534330,2.93
534331,5.13
534338,1.36
534340,8.04
534341,30.0
534342,3.38
534350,0.21
534401,2.98
534406,16.49
534411,30.0
534416,1.05
534425,6.87
534426,6.41
534427,3.35
534432,3.06
534435,2.74
534437,8.86
534442,1.78
534444,0.0
534448,19.56
534449,3.18
534450,3.37
534451,30.0
534452,18.21
534455,8.27
534456,12.56
534460,30.0
534461,5.39
534462,30.0
534467,17.68
534475,6.8
535001,0.61
535002,1.54
535003,4.55
535004,3.23
535005,30.0
535006,2.01
535101,0.34
535128,2.22
535145,30.0
535148,30.0
535160,30.0
535161,30.0
535183,25.84
535204,4.3
535213,24.55
535214,30.0
535215,30.0
535216,30.0
535217,3.93
535218,11.22
535220,30.0
535221,10.83
535240,11.89
535250,16.15
535260,30.0
535270,30.0
535273,30.0
535280,18.59
535281,29.78
535501,0.67
535525,30.0
535580,21.38
535581,30.0
535591,0.41
560001,18.43
560002,8.07
560003,0.37
560004,0.72
560006,22.15
560007,30.0
560008,30.0
560009,0.17
560010,0.87
560011,0.36
560013,0.81
560016,1.23
560017,30.0
560018,0.77
560021,0.79
560022,0.94
560024,24.66
560025,30.0
560026,0.89
560027,0.85
560029,1.06
560032,4.05
560034,1.07
560036,0.63
560037,30.0
560040,0.97
560041,0.42
560043,5.02
560047,2.33
560048,0.93
560049,30.0
560050,0.57
560054,0.52
560056,0.55
560058,1.42
560060,2.44
560061,0.61
560062,2.88
560063,22.3
560064,4.23
560066,30.0
560067,30.0
560068,2.17
560070,0.9
560073,17.08
560074,2.95
560075,30.0
560076,1.81
560077,0.97
560078,1.23
560079,0.7
560082,1.17
560083,3.72
560084,0.32
560085,0.8
560086,0.43
560087,3.44
560089,0.0
560090,0.0
560091,2.18
560092,7.74
560094,30.0
560098,0.87
560099,2.53
560105,2.68
560116,2.26
560117,2.43
561101,3.19
561201,14.3
561202,23.53
561203,8.09
561204,8.62
561205,3.62
561206,3.42
561207,8.65
561208,4.48
561209,17.8
561210,4.03
561211,5.23
561212,4.14
561213,4.12
561228,24.0
562101,6.03
562102,8.8
562103,11.33
562104,5.85
562105,7.2
562106,4.22
562107,2.72
562108,6.41
562109,5.89
562110,5.7
562111,5.82
562112,5.34
562114,5.96
562117,7.65
562119,6.27
562120,7.81
562121,4.4
562122,4.83
562123,5.81
562125,4.0
562126,5.36
562127,5.67
562128,14.35
562129,4.28
562130,9.55
562131,13.32
562132,2.88
562135,4.12
562138,5.6
562149,10.49
562157,6.34
562159,7.85
562160,4.38
562162,4.43
562163,4.66
562164,26.9
563101,9.73
563103,5.48
563113,5.77
563114,4.9
563115,1.12
563116,4.56
563120,1.08
563121,5.49
563122,0.48
563123,12.49
563124,18.98
563125,10.27
563126,12.69
563127,5.42
563128,4.3
563129,4.51
563130,6.27
563131,9.99
563132,11.37
563133,3.11
563134,12.51
563135,6.86
563136,4.04
563137,5.08
563138,8.91
563139,4.29
563146,9.97
563147,4.89
563157,4.03
563159,14.18
563161,15.51
563162,3.83
563163,0.0
570001,0.39
570002,0.57
570004,0.67
570005,0.47
570006,0.0
570008,30.0
570010,0.39
570015,0.69
570016,1.0
570023,2.15
571101,0.06
571111,0.28
571118,4.26
571189,2.28
571201,6.61
571211,4.35
571212,4.33
571213,8.06
571214,3.43
571215,2.77
571216,4.53
571217,2.69
571218,6.05
571219,1.93
571231,2.05
571232,3.48
571234,4.91
571235,3.73
571236,5.66
571237,3.29
571247,5.82
571248,14.44
571249,6.62
571250,1.41
571251,4.9
571252,3.8
571253,3.41
571254,2.1
571301,0.44
571320,30.0
571401,0.92
571405,2.83
571425,3.48
571430,0.56
571440,0.04
571477,2.35
571490,21.55
572101,30.0
572102,30.0
572103,30.0
572104,30.0
572105,30.0
572106,30.0
572107,5.63
572111,30.0
572112,14.97
572113,30.0
572114,2.32
572115,16.97
572116,12.93
572117,19.86
572118,4.51
572119,30.0
572120,30.0
572121,8.19
572122,30.0
572123,30.0
572124,24.72
572125,27.9
572126,30.0
572127,28.91
572128,3.71
572129,13.28
572130,12.57
572132,0.21
572133,0.09
572134,20.79
572135,30.0
572136,10.58
572137,24.39
572138,20.82
572139,12.82
572140,10.25
572141,2.85
572142,18.94
572175,8.53
572201,24.5
572211,30.0
572212,21.29
572213,10.76
572214,25.87
572215,6.83
572216,30.0
572217,20.39
572218,21.01
572219,10.15
572220,8.08
572221,20.77
572222,29.08
572223,12.84
572224,22.34
572225,13.13
572226,7.83
572227,12.92
572228,10.43
573101,2.47
573102,7.19
573103,5.71
573111,8.68
573112,4.21
573113,15.38
573115,8.37
573116,7.01
573117,2.8
573118,4.92
573119,4.59
573120,3.92
573121,4.78
573122,4.41
573123,5.4
573124,3.94
573125,4.65
573126,3.0
573127,3.21
573128,5.27
573129,3.84
573130,4.89
573131,7.04
573133,3.54
573134,5.3
573135,4.46
573136,18.09
573137,4.98
573141,3.37
573142,3.43
573144,3.31
573162,1.8
573164,12.43
573165,6.05
573201,30.0
573202,2.0
573210,18.49
573211,8.06
573212,10.34
573213,6.57
573214,3.82
573215,4.75
573216,4.19
573217,4.64
573218,6.31
573219,4.83
573220,3.19
573225,6.1
573226,5.07
574101,3.41
574102,1.62
574103,1.3
574104,0.35
574105,2.12
574106,2.21
574107,4.8
574108,7.48
574109,3.2
574110,11.48
574111,2.25
574113,1.53
574114,2.34
574115,1.31
574116,2.98
574117,1.35
574118,2.14
574119,1.38
574122,3.63
574129,1.54
574141,1.22
574142,2.47
574143,1.66
574144,4.07
574145,1.4
574146,1.97
574150,1.81
574151,1.74
574153,2.85
574154,2.27
574197,2.48
574198,20.07
574199,1.93
574201,0.48
574202,4.74
574203,1.73
574210,3.42
574211,4.47
574212,4.75
574213,29.99
574214,7.06
574216,2.61
574217,5.2
574218,5.32
574219,2.77
574220,1.74
574221,16.39
574222,2.4
574223,3.45
574224,1.88
574226,0.51
574227,3.04
574228,16.18
574229,6.68
574230,23.41
574231,3.18
574232,2.87
574233,3.2
574234,2.0
574235,0.78
574236,2.51
574237,2.23
574238,2.44
574239,5.13
574240,2.57
574241,4.56
574242,3.59
574243,5.76
574244,3.55
574248,2.78
574253,2.17
574259,15.57
574260,2.92
574265,2.19
574274,17.75
574279,1.85
574285,23.48
574313,2.59
574314,3.36
574323,2.7
574324,1.89
574325,2.92
574326,3.5
574328,4.41
574509,1.25
575001,0.93
575002,1.29
575003,0.9
575007,2.11
575008,1.4
575010,0.67
575011,2.05
575013,3.8
575014,0.62
575015,0.89
575017,1.37
575018,1.85
575019,0.86
575022,0.51
575023,1.44
575028,1.15
575029,2.11
575030,1.91
576101,1.16
576102,1.86
576103,1.5
576104,0.76
576105,1.92
576106,1.14
576107,2.32
576108,1.71
576111,1.74
576112,4.64
576113,3.02
576115,1.07
576117,3.42
576120,2.45
576121,2.9
576122,1.31
576124,4.92
576201,0.42
576210,3.8
576211,3.02
576212,4.31
576213,2.91
576214,3.91
576215,6.88
576217,2.16
576218,0.75
576219,2.42
576221,1.96
576222,5.56
576223,3.06
576224,2.33
576225,1.78
576226,1.25
576227,4.93
576229,13.63
576230,8.71
576231,1.85
576232,1.39
576233,5.82
576234,3.39
576235,2.55
576247,1.15
576257,0.69
576282,1.98
576283,4.68
577001,30.0
577002,30.0
577003,1.82
577004,1.59
577005,30.0
577006,30.0
577007,26.24
577101,5.4
577102,1.76
577111,5.12
577112,4.73
577113,3.52
577114,2.35
577115,12.83
577116,7.85
577117,1.33
577120,3.71
577121,3.59
577122,2.14
577123,3.56
577124,3.12
577126,7.1
577127,6.19
577129,4.72
577130,6.09
577131,5.31
577132,6.99
577133,4.01
577134,6.25
577135,2.38
577136,5.15
577137,2.24
577138,3.96
577139,5.51
577140,4.29
577144,3.25
577145,1.64
577146,3.95
577160,3.16
577168,4.11
577175,2.01
577179,2.21
577180,3.75
577182,4.95
577201,1.77
577202,4.1
577203,3.19
577204,8.67
577205,30.0
577211,4.52
577213,21.84
577214,24.31
577215,30.0
577216,4.96
577217,7.99
577218,22.49
577219,4.46
577220,2.98
577221,10.51
577222,3.61
577223,12.11
577224,4.11
577225,8.4
577226,5.17
577227,5.43
577228,6.15
577229,8.13
577230,3.69
577231,5.12
577232,3.66
577233,6.66
577243,4.65
577245,8.57
577301,30.0
577302,1.57
577401,21.48
577411,30.0
577412,10.63
577413,8.37
577414,13.15
577415,5.76
577416,30.0
577417,18.68
577418,9.52
577419,9.53
577421,8.69
577422,12.25
577423,24.63
577424,30.0
577425,16.85
577426,6.18
577427,7.39
577428,7.3
577429,20.13
577430,4.56
577431,20.1
577432,7.05
577433,29.65
577434,14.73
577435,17.96
577436,10.02
577452,30.0
577453,30.0
577501,30.0
577502,30.0
577511,30.0
577512,6.24
577513,30.0
577514,30.0
577515,30.0
577516,30.0
577517,30.0
577518,30.0
577519,30.0
577520,5.23
577521,30.0
577522,23.88
577523,12.98
577524,6.45
577525,30.0
577526,30.0
577527,20.85
577528,30.0
577529,30.0
577530,30.0
577531,30.0
577532,6.43
577533,12.9
577534,30.0
577535,30.0
577536,30.0
577537,30.0
577538,10.68
577539,10.53
577540,18.31
577541,30.0
577542,30.0
577543,30.0
577544,2.68
577545,10.94
577546,30.0
577547,8.77
577548,7.43
577549,2.32
577550,3.35
577551,11.96
577552,5.05
577553,30.0
577554,14.6
577555,6.89
577556,30.0
577557,23.26
577558,30.0
577566,1.33
577589,30.0
577596,30.0
577597,24.78
577598,30.0
577599,30.0
577601,30.0
580001,0.77
580002,0.53
580005,1.07
580006,0.01
580007,7.19
580008,0.56
580009,1.63
580011,3.94
580020,0.67
580021,0.4
580023,7.98
580024,7.56
580025,1.29
580028,9.24
580029,1.15
580030,1.43
580031,0.58
580112,7.06
580114,4.66
580118,4.07
581101,3.73
581102,7.6
581103,3.31
581104,7.08
581105,4.11
581106,5.29
581107,3.15
581108,10.01
581109,6.45
581110,5.9
581111,5.29
581112,3.1
581113,5.75
581115,10.97
581116,3.12
581117,4.47
581118,6.93
581119,6.67
581120,4.98
581123,5.42
581126,4.46
581128,1.73
581145,2.44
581148,4.4
581193,4.5
581195,3.63
581196,3.36
581198,3.41
581199,4.2
581201,6.16
581202,4.92
581203,2.5
581204,7.98
581205,4.9
581206,2.83
581207,2.75
581208,5.7
581209,2.52
581210,5.3
581211,3.81
581213,4.86
581237,4.04
581301,0.5
581302,0.17
581306,1.21
581308,0.19
581314,17.17
581316,1.12
581317,5.6
581319,1.84
581320,3.94
581321,0.97
581323,6.28
581324,1.98
581326,1.59
581327,1.54
581328,0.99
581330,1.52
581332,1.66
581333,4.82
581334,6.35
581335,1.41
581338,2.39
581339,3.07
581341,1.76
581342,1.22
581343,0.71
581344,5.34
581345,0.94
581348,2.42
581350,2.12
581351,2.35
581352,0.47
581353,2.0
581354,1.94
581357,3.12
581360,30.0
581361,1.66
581362,4.87
581384,1.85
581396,0.63
581400,3.69
581401,0.17
581402,0.0
581421,2.6
581423,3.22
581440,3.15
582101,0.61
582102,6.45
582103,7.11
582111,2.51
582112,8.29
582113,5.66
582114,5.25
582115,6.01
582116,6.85
582117,4.66
582118,7.96
582119,8.62
582120,6.0
582201,5.86
582202,3.0
582203,5.62
582204,3.34
582205,4.11
582207,9.07
582208,9.51
582209,7.16
582211,5.97
583101,0.95
583102,7.65
583103,8.44
583104,3.02
583111,6.19
583112,4.7
583113,13.66
583114,7.4
583115,6.38
583116,3.44
583117,5.16
583119,6.29
583120,7.33
583121,6.83
583122,5.44
583123,3.32
583124,4.32
583125,7.47
583126,9.53
583127,5.39
583128,3.36
583129,10.71
583130,7.14
583131,6.6
583132,3.36
583134,14.19
583135,8.44
583136,5.29
583137,12.94
583152,5.99
583154,8.33
583155,24.9
583201,0.94
583211,1.71
583212,7.2
583213,5.09
583214,5.76
583216,7.28
583217,5.21
583218,6.71
583219,6.05
583220,5.78
583221,2.69
583222,5.54
583223,4.89
583224,5.13
583226,4.45
583227,4.09
583228,7.62
583229,7.91
583230,1.85
583231,0.74
583232,7.55
583234,4.13
583235,4.2
583236,8.89
583237,5.72
583238,8.04
583239,2.74
583268,2.79
583277,9.53
583278,6.38
583279,7.85
583280,8.99
583281,6.96
583282,3.83
583283,8.09
583284,14.24
583285,5.23
583287,10.51
584101,0.92
584102,8.4
584103,7.38
584104,5.21
584111,9.64
584113,9.12
584115,6.11
584116,13.37
584118,9.52
584120,14.32
584122,9.06
584123,7.66
584124,5.4
584125,7.2
584126,16.79
584127,23.63
584128,16.12
584129,8.74
584132,20.71
584133,6.37
584134,3.37
584135,4.78
584136,7.98
584138,20.15
584139,24.03
584140,8.54
584143,30.0
584167,19.31
584170,6.0
584202,7.72
584203,8.04
585101,0.55
585102,13.03
585103,2.1
585104,8.63
585105,1.16
585201,30.0
585202,14.94
585210,30.0
585211,9.56
585212,7.34
585213,7.54
585214,11.75
585215,10.72
585216,21.94
585217,21.54
585218,11.47
585220,24.55
585221,21.37
585222,9.02
585223,12.93
585224,30.0
585225,21.49
585228,8.97
585236,22.9
585237,21.29
585265,10.95
585287,17.2
585290,8.23
585291,30.0
585301,10.35
585302,27.26
585303,14.99
585304,11.03
585305,17.36
585306,30.0
585307,4.21
585308,10.2
585309,12.3
585310,17.09
585311,7.52
585312,17.04
585313,14.06
585314,9.82
585315,13.01
585316,10.47
585317,16.53
585318,18.43
585319,28.82
585320,18.6
585321,9.07
585322,8.9
585323,13.32
585324,6.77
585325,18.26
585327,9.46
585355,24.4
585401,0.36
585404,30.0
586101,0.69
586103,2.66
586104,8.74
586108,14.12
586111,5.17
586112,6.19
586113,28.18
586114,5.51
586115,7.22
586116,6.04
586117,7.32
586118,5.81
586119,5.24
586120,7.34
586121,1.62
586122,8.28
586123,2.43
586124,30.0
586125,10.66
586127,5.55
586128,12.56
586129,6.99
586130,7.29
586201,4.47
586202,16.95
586203,11.95
586204,30.0
586205,13.98
586206,3.77
586207,5.77
586208,26.51
586209,7.36
586210,7.36
586211,8.33
586212,9.06
586213,3.86
586214,8.02
586215,5.75
586216,3.91
586217,6.82
587101,0.12
587102,2.35
587103,1.45
587104,2.33
587111,18.09
587112,30.0
587113,29.4
587114,9.3
587115,0.09
587116,2.12
587117,9.89
587118,0.37
587119,8.61
587120,23.2
587121,10.25
587122,11.44
587124,12.88
587125,1.13
587154,7.25
587155,9.94
587201,12.73
587202,10.78
587203,0.51
587204,11.82
587205,3.62
587206,0.44
587207,13.95
587301,8.51
587311,4.4
587312,11.81
587313,4.59
587314,9.7
587315,7.03
587316,17.69
587330,10.15
590001,1.05
590005,2.58
590006,1.15
590008,1.91
590010,22.0
590014,8.57
590015,4.25
590016,0.54
590017,1.79
590018,5.32
590019,0.47
590020,2.89
591101,4.0
591102,6.86
591103,4.48
591104,30.0
591106,11.73
591107,2.93
591108,6.07
591109,6.24
591110,22.63
591111,13.54
591112,7.55
591114,23.49
591115,9.18
591117,12.34
591118,12.2
591119,12.8
591120,10.36
591121,8.77
591122,2.91
591123,24.3
591124,2.05
591125,6.81
591126,11.22
591127,26.87
591128,3.96
591129,11.86
591130,17.11
591131,6.11
591136,3.22
591143,4.53
591147,10.75
591153,8.47
591156,6.84
591173,30.0
591201,0.46
591211,11.27
591212,5.29
591213,21.38
591214,1.68
591215,3.82
591216,30.0
591217,4.27
591218,4.44
591220,14.48
591221,4.01
591222,8.15
591224,4.78
591225,3.44
591226,4.81
591227,5.72
591228,1.62
591229,3.27
591230,5.88
591231,2.81
591232,5.26
591233,5.57
591234,5.24
591235,10.5
591236,2.19
591237,9.06
591238,3.0
591239,2.99
591240,5.8
591241,4.0
591242,3.81
591243,5.57
591244,3.25
591247,7.89
591248,30.0
591254,3.11
591263,2.09
591265,6.3
591287,1.84
591301,13.19
591302,7.71
591303,4.29
591304,13.31
591305,17.51
591306,3.73
591307,0.75
591309,5.74
591310,26.51
591311,4.39
591312,19.12
591313,6.65
591315,1.93
591316,3.32
591317,12.63
591340,2.26
591344,5.17
591345,10.86
591346,6.45
600001,0.79
600002,1.97
600003,0.34
600004,30.0
600005,0.76
600006,9.07
600008,0.58
600010,0.41
600011,8.36
600012,9.54
600014,30.0
600015,2.4
600016,3.82
600017,0.66
600018,12.42
600019,5.34
600020,30.0
600021,0.28
600028,10.31
600030,8.29
600031,0.9
600032,1.76
600033,0.37
600034,15.46
600037,6.4
600039,1.08
600041,8.42
600043,10.13
600044,27.42
600045,2.37
600047,1.69
600048,28.51
600049,1.61
600050,4.27
600052,5.54
600053,4.64
600054,2.79
600055,21.65
600056,1.41
600057,14.87
600058,1.93
600059,1.92
600060,18.92
600061,30.0
600062,10.8
600063,7.07
600064,30.0
600067,8.46
600069,6.64
600071,2.29
600072,2.62
600073,30.0
600075,0.29
600077,2.3
600081,1.17
600082,8.63
600083,1.49
600087,0.28
600088,1.41
600089,0.85
600090,5.66
600091,30.0
600095,8.56
600096,0.55
600097,1.46
600099,30.0
600100,1.77
600103,2.57
600106,0.24
600107,6.8
600113,0.5
600115,7.23
600116,1.64
600117,0.42
600118,2.11
600120,9.77
600122,1.23
600123,30.0
600124,3.9
600125,5.14
600126,5.4
600127,6.19
600128,11.15
600130,17.45
600132,0.0
601101,8.26
601102,12.09
601103,8.47
601201,6.93
601202,3.82
601203,3.42
601204,10.02
601205,5.53
601206,4.85
601301,30.0
602001,1.35
602002,9.25
602021,5.01
602023,6.64
602024,7.27
602025,2.75
602026,19.9
602105,11.05
602106,22.52
602108,9.03
603001,16.07
603002,14.22
603003,13.89
603004,1.87
603101,12.56
603102,1.74
603103,30.0
603104,2.22
603105,13.27
603106,10.02
603107,13.26
603108,11.51
603109,8.02
603110,3.4
603111,13.38
603112,26.1
603201,19.12
603202,12.63
603203,30.0
603204,4.45
603209,12.47
603301,30.0
603302,24.88
603303,4.11
603304,20.67
603305,18.4
603306,9.81
603307,26.07
603308,10.29
603309,21.99
603310,20.33
603311,28.8
603312,14.57
603313,18.75
603314,5.72
603319,19.78
603401,20.21
603402,16.89
603403,20.27
603405,13.18
603406,7.31
604001,0.52
604101,4.22
604102,9.58
604151,10.96
604152,5.86
604153,28.55
604154,2.99
604201,3.61
604202,4.17
604203,30.0
604204,5.59
604205,2.88
604206,5.16
604207,4.31
604208,4.26
604210,11.96
604301,8.8
604302,4.63
604303,5.08
604304,3.87
604305,26.13
604306,3.28
604307,3.85
604401,30.0
604402,13.98
604403,23.07
604404,18.26
604405,30.0
604406,10.11
604407,7.77
604408,25.3
604409,13.98
604410,13.98
604501,18.89
604502,28.19
604503,30.0
604504,30.0
604505,28.33
604601,30.0
605004,0.8
605007,2.93
605009,1.3
605010,0.58
605014,2.57
605101,2.41
605102,2.16
605103,3.6
605104,1.99
605105,2.68
605106,5.73
605107,2.37
605108,1.95
605109,30.0
605110,2.27
605111,2.79
605201,3.63
605202,0.07
605203,9.08
605301,2.36
605302,30.0
605401,5.21
605402,3.35
605501,3.66
605502,3.37
605601,3.34
605602,1.05
605651,7.31
605652,3.23
605701,20.16
605702,5.92
605751,9.55
605752,2.54
605754,3.71
605755,3.56
605756,1.75
605757,0.15
605758,3.85
605759,8.06
605766,5.11
605801,14.18
605802,14.13
605803,3.14
606001,0.57
606003,4.3
606102,10.88
606103,10.13
606104,4.82
606105,2.6
606106,5.51
606107,21.2
606108,17.7
606109,5.16
606110,14.71
606111,4.09
606115,30.0
606201,5.36
606203,12.29
606204,3.78
606205,4.51
606206,5.17
606207,10.26
606208,2.66
606209,6.94
606213,30.0
606301,16.03
606302,30.0
606303,3.94
606304,4.67
606305,3.54
606401,12.15
606402,13.35
606601,7.46
606603,0.65
606604,1.91
606611,2.4
606701,0.07
606702,16.94
606703,30.0
606704,3.34
606705,18.2
606706,16.03
606707,14.11
606708,0.33
606709,12.48
606710,26.15
606751,0.16
606752,17.35
606753,20.38
606754,0.06
606755,30.0
606801,11.05
606802,30.0
606803,30.0
606804,0.03
606805,18.43
606806,16.64
606807,18.43
606808,13.65
606901,8.92
606902,30.0
